customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,tipo_de_servicio,valor
0280-XJGEX,Yes,Male,0,No,No,49,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,internet_InternetService,Yes
0295-PPHDO,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,95.45,95.45,internet_InternetService,Yes
0302-JOIVN,Yes,Female,0,Yes,No,8,Month-to-month,No,Electronic check,101.15,842.9,internet_InternetService,Yes
0306-JAELE,Yes,Male,0,No,No,5,Month-to-month,Yes,Electronic check,96.1,453.4,internet_InternetService,Yes
0310-MVLET,Yes,Female,0,Yes,Yes,61,Month-to-month,Yes,Electronic check,99.15,6010.05,internet_InternetService,Yes
0311-UNPFF,Yes,Female,0,No,No,26,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,internet_InternetService,Yes
0318-QUUOB,Yes,Male,0,Yes,No,1,Month-to-month,Yes,Electronic check,80.55,80.55,internet_InternetService,Yes
0320-JDNQG,Yes,Male,0,Yes,Yes,23,Month-to-month,Yes,Electronic check,99.85,2331.3,internet_InternetService,Yes
0322-CHQRU,Yes,Male,0,No,No,2,Month-to-month,No,Electronic check,45.35,89.5,internet_InternetService,Yes
0322-YINQP,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,48.55,48.55,internet_InternetService,Yes
0324-BRPCJ,Yes,Female,1,Yes,No,68,Month-to-month,Yes,Electronic check,100.2,6851.65,internet_InternetService,Yes
0325-XBFAC,Yes,Male,0,No,No,8,Month-to-month,Yes,Electronic check,94.7,740.3,internet_InternetService,Yes
0328-GRPMV,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,70.1,70.1,internet_InternetService,Yes
0329-GTIAJ,Yes,Female,0,No,No,3,Month-to-month,Yes,Electronic check,97.9,315.3,internet_InternetService,Yes
0330-IVZHA,Yes,Female,0,Yes,No,5,Month-to-month,No,Electronic check,69.95,330.15,internet_InternetService,Yes
0334-GDDSO,Yes,Male,1,No,No,3,Month-to-month,Yes,Electronic check,81.35,233.7,internet_InternetService,Yes
0337-CNPZE,Yes,Female,0,No,No,41,Month-to-month,Yes,Electronic check,106.3,4443.45,internet_InternetService,Yes
0345-HKJVM,Yes,Female,0,No,No,6,Month-to-month,No,Electronic check,89.3,577.6,internet_InternetService,Yes
0348-SDKOL,Yes,Female,0,Yes,No,58,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,internet_InternetService,Yes
0354-WYROK,Yes,Female,1,Yes,Yes,31,Month-to-month,Yes,Electronic check,98.9,2911.3,internet_InternetService,Yes
0362-ZBZWJ,Yes,Male,0,No,No,36,Month-to-month,Yes,Electronic check,84.9,3067.2,internet_InternetService,Yes
0363-QJVFX,Yes,Male,0,No,No,32,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,internet_InternetService,Yes
0375-HVGXO,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,34.7,34.7,internet_InternetService,Yes
0376-YMCJC,Yes,Male,0,No,No,23,Month-to-month,Yes,Electronic check,90.6,1943.2,internet_InternetService,Yes
0378-NHQXU,Yes,Female,0,Yes,Yes,17,Month-to-month,No,Electronic check,88.25,1460.65,internet_InternetService,Yes
0378-TOVMS,Yes,Female,0,No,No,3,Month-to-month,No,Electronic check,85.8,272.2,internet_InternetService,Yes
0378-XSZPU,Yes,Male,0,Yes,No,58,One year,No,Credit card (automatic),60.3,3563.8,internet_InternetService,Yes
0388-EOPEX,Yes,Female,0,Yes,No,2,Month-to-month,Yes,Electronic check,74.4,139.4,internet_InternetService,Yes
0390-DCFDQ,Yes,Female,1,Yes,No,1,Month-to-month,Yes,Mailed check,70.45,70.45,internet_InternetService,Yes
0397-GZBBC,Yes,Male,1,Yes,No,59,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,internet_InternetService,Yes
0402-CQAJN,Yes,Female,0,No,No,37,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,internet_InternetService,Yes
0404-SWRVG,Yes,Male,0,No,No,3,Month-to-month,Yes,Electronic check,74.4,229.55,internet_InternetService,Yes
0406-BPDVR,Yes,Female,1,Yes,No,54,One year,Yes,Credit card (automatic),101.5,5373.1,internet_InternetService,Yes
0407-BDJKB,Yes,Male,0,Yes,No,60,Month-to-month,Yes,Electronic check,95.75,5742.9,internet_InternetService,Yes
0415-MOSGF,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,44.4,44.4,internet_InternetService,Yes
0420-BWTPW,Yes,Male,0,No,Yes,8,Month-to-month,No,Mailed check,25.5,215.2,internet_InternetService,Yes
0426-TIRNE,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,20.9,20.9,internet_InternetService,Yes
0431-APWVY,Yes,Female,0,Yes,Yes,28,One year,Yes,Bank transfer (automatic),90.1,2598.95,internet_InternetService,Yes
0447-BEMNG,Yes,Female,0,Yes,No,48,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,internet_InternetService,Yes
0461-CVKMU,Yes,Female,0,Yes,Yes,23,Month-to-month,No,Electronic check,83.8,1900.25,internet_InternetService,Yes
0471-LVHGK,Yes,Male,0,Yes,No,41,One year,Yes,Electronic check,73.0,3001.2,internet_InternetService,Yes
0475-RIJEP,Yes,Male,0,No,No,43,Month-to-month,Yes,Electronic check,77.85,3365.85,internet_InternetService,Yes
0486-HECZI,Yes,Male,0,Yes,No,55,Month-to-month,Yes,Electronic check,96.75,5238.9,internet_InternetService,Yes
0488-GSLFR,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,69.5,69.5,internet_InternetService,Yes
0495-RVCBF,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,79.7,79.7,internet_InternetService,Yes
0495-ZBNGW,Yes,Male,1,Yes,No,5,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,internet_InternetService,Yes
0504-HHAPI,Yes,Female,1,No,No,27,Month-to-month,No,Credit card (automatic),88.3,2467.75,internet_InternetService,Yes
0506-LVNGN,Yes,Female,1,No,No,5,Month-to-month,Yes,Credit card (automatic),75.55,349.65,internet_InternetService,Yes
0511-JTEOY,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,71.1,71.1,internet_InternetService,Yes
0515-YPMCW,Yes,Male,0,No,Yes,1,Month-to-month,Yes,Mailed check,70.45,70.45,internet_InternetService,Yes
0516-VRYBW,Yes,Female,0,No,Yes,18,One year,No,Bank transfer (automatic),20.15,390.85,internet_InternetService,Yes
0516-WJVXC,Yes,Female,0,No,No,5,Month-to-month,No,Electronic check,54.2,308.25,internet_InternetService,Yes
0519-XUZJU,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,70.75,70.75,internet_InternetService,Yes
0520-FDVVT,Yes,Male,0,No,No,35,One year,Yes,Bank transfer (automatic),102.35,3626.1,internet_InternetService,Yes
0524-IAVZO,Yes,Female,0,Yes,No,30,Month-to-month,Yes,Electronic check,85.0,2624.25,internet_InternetService,Yes
0529-ONKER,Yes,Male,1,No,No,15,Month-to-month,No,Electronic check,75.65,1146.65,internet_InternetService,Yes
0533-BNWKF,Yes,Female,1,Yes,No,55,Month-to-month,Yes,Electronic check,85.45,4874.7,internet_InternetService,Yes
0564-JJHGS,Yes,Male,0,No,No,9,Month-to-month,Yes,Electronic check,95.5,829.1,internet_InternetService,Yes
0565-IYCGT,Yes,Male,0,No,No,69,One year,Yes,Credit card (automatic),78.6,5356.45,internet_InternetService,Yes
0568-ONFPC,Yes,Male,0,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,internet_InternetService,Yes
0576-WNXXC,Yes,Male,1,Yes,No,27,Month-to-month,Yes,Electronic check,95.55,2510.2,internet_InternetService,Yes
0578-SKVMF,Yes,Female,0,Yes,Yes,22,Month-to-month,No,Electronic check,83.3,1845.9,internet_InternetService,Yes
0587-DMGBH,Yes,Female,0,No,No,8,Month-to-month,Yes,Electronic check,49.85,365.55,internet_InternetService,Yes
0596-BQCEQ,Yes,Female,0,Yes,Yes,62,Month-to-month,Yes,Electronic check,100.15,6283.3,internet_InternetService,Yes
0601-WZHJF,Yes,Male,0,Yes,No,14,Month-to-month,No,Electronic check,46.35,667.7,internet_InternetService,Yes
0607-DAAHE,Yes,Male,0,No,Yes,53,Two year,No,Bank transfer (automatic),19.75,1052.35,internet_InternetService,Yes
0611-DFXKO,Yes,Male,0,Yes,No,20,Month-to-month,Yes,Mailed check,89.0,1820.45,internet_InternetService,Yes
0612-RTZZA,Yes,Female,1,No,No,1,Month-to-month,No,Electronic check,25.25,25.25,internet_InternetService,Yes
0616-ATFGB,Yes,Male,1,Yes,No,1,Month-to-month,No,Electronic check,25.05,25.05,internet_InternetService,Yes
0617-AQNWT,Yes,Female,0,Yes,No,64,Two year,No,Electronic check,47.85,3147.5,internet_InternetService,Yes
0617-FHSGK,Yes,Male,0,No,Yes,49,Month-to-month,No,Credit card (automatic),75.2,3678.3,internet_InternetService,Yes
0618-XWMSS,Yes,Male,0,No,Yes,28,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,internet_InternetService,Yes
0621-TWIEM,Yes,Male,0,No,No,10,Month-to-month,Yes,Electronic check,45.55,402.6,internet_InternetService,Yes
0623-IIHUG,Yes,Female,1,No,No,21,Month-to-month,Yes,Electronic check,41.9,840.1,internet_InternetService,Yes
0628-CNQRM,Yes,Male,0,Yes,Yes,22,One year,Yes,Bank transfer (automatic),67.5,1544.05,internet_InternetService,Yes
0634-SZPQA,Yes,Female,0,No,No,23,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,internet_InternetService,Yes
0637-KVDLV,Yes,Male,0,No,No,2,Month-to-month,Yes,Electronic check,76.5,162.45,internet_InternetService,Yes
0637-UBJRP,Yes,Male,0,Yes,Yes,13,Month-to-month,No,Electronic check,84.05,1095.3,internet_InternetService,Yes
0637-YLETY,Yes,Female,0,No,No,16,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,internet_InternetService,Yes
0639-TSIQW,Yes,Female,0,No,No,67,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,internet_InternetService,Yes
0643-OKLRP,Yes,Female,1,Yes,No,47,Month-to-month,No,Electronic check,80.35,3825.85,internet_InternetService,Yes
0654-HMSHN,Yes,Male,0,Yes,Yes,21,Month-to-month,No,Electronic check,104.4,2157.95,internet_InternetService,Yes
0655-RBDUG,Yes,Male,0,No,No,7,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,internet_InternetService,Yes
0661-XEYAN,Yes,Female,1,No,No,1,Month-to-month,Yes,Mailed check,25.8,25.8,internet_InternetService,Yes
0679-IDSTG,Yes,Female,1,Yes,Yes,1,Month-to-month,Yes,Electronic check,69.25,69.25,internet_InternetService,Yes
0680-DFNNY,Yes,Male,0,Yes,No,15,Month-to-month,Yes,Electronic check,101.1,1504.05,internet_InternetService,Yes
0684-AOSIH,Yes,Male,0,Yes,No,1,Month-to-month,Yes,Electronic check,95.0,95.0,internet_InternetService,Yes
0685-MLYYM,Yes,Female,1,No,No,2,Month-to-month,No,Electronic check,70.75,154.85,internet_InternetService,Yes
0687-ZVTHB,Yes,Male,0,Yes,Yes,65,One year,No,Credit card (automatic),72.45,4653.85,internet_InternetService,Yes
0689-NKYLF,Yes,Male,0,No,No,13,Month-to-month,Yes,Electronic check,83.2,1060.6,internet_InternetService,Yes
0691-IFBQW,Yes,Female,1,No,No,46,One year,Yes,Electronic check,110.0,4874.8,internet_InternetService,Yes
0691-JVSYA,Yes,Female,0,Yes,No,53,One year,Yes,Bank transfer (automatic),94.85,5000.2,internet_InternetService,Yes
0697-ZMSWS,Yes,Male,0,No,No,4,Month-to-month,Yes,Electronic check,85.65,338.9,internet_InternetService,Yes
0702-PGIBZ,Yes,Male,0,No,Yes,4,Month-to-month,Yes,Electronic check,101.7,364.55,internet_InternetService,Yes
0709-TVGUR,Yes,Female,1,No,No,9,Month-to-month,Yes,Electronic check,74.55,622.9,internet_InternetService,Yes
0719-SYFRB,Yes,Female,0,No,No,12,Month-to-month,Yes,Mailed check,61.65,713.75,internet_InternetService,Yes
0722-TROQR,Yes,Female,1,No,No,4,Month-to-month,Yes,Electronic check,74.9,321.75,internet_InternetService,Yes
0723-DRCLG,Yes,Female,1,Yes,No,1,Month-to-month,Yes,Electronic check,74.45,74.45,internet_InternetService,Yes
0727-BMPLR,Yes,Female,1,No,No,55,One year,Yes,Electronic check,100.0,5509.3,internet_InternetService,Yes
0727-IWKVK,Yes,Male,0,Yes,No,9,Month-to-month,Yes,Electronic check,79.9,741.7,internet_InternetService,Yes
0733-VUNUW,Yes,Male,0,No,No,24,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,internet_InternetService,Yes
0742-MOABM,Yes,Male,0,Yes,No,4,Month-to-month,No,Mailed check,50.05,179.35,internet_InternetService,Yes
0742-NXBGR,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,82.3,82.3,internet_InternetService,Yes
0746-JTRFU,Yes,Male,0,No,No,2,Month-to-month,Yes,Electronic check,25.05,56.35,internet_InternetService,Yes
0748-RDGGM,Yes,Male,0,Yes,No,70,One year,Yes,Bank transfer (automatic),109.5,7534.65,internet_InternetService,Yes
0754-UKWQP,Yes,Male,0,No,No,2,Month-to-month,Yes,Electronic check,95.85,197.7,internet_InternetService,Yes
0761-AETCS,Yes,Female,0,No,No,1,Month-to-month,No,Electronic check,19.3,19.3,internet_InternetService,Yes
0772-GYEQQ,Yes,Male,0,No,No,3,Month-to-month,Yes,Mailed check,88.35,262.05,internet_InternetService,Yes
0778-NELLA,Yes,Male,0,No,No,9,Month-to-month,Yes,Credit card (automatic),34.7,296.1,internet_InternetService,Yes
0781-LKXBR,Yes,Male,1,No,No,9,Month-to-month,Yes,Electronic check,100.5,918.6,internet_InternetService,Yes
0786-VSSUD,Yes,Male,1,No,No,16,Month-to-month,Yes,Mailed check,39.0,679.85,internet_InternetService,Yes
0807-ZABDG,Yes,Female,0,No,Yes,3,Month-to-month,Yes,Mailed check,55.1,154.65,internet_InternetService,Yes
0812-WUPTB,Yes,Male,1,Yes,No,1,Month-to-month,No,Mailed check,70.85,70.85,internet_InternetService,Yes
0818-OCPZO,Yes,Male,1,No,No,27,Month-to-month,Yes,Electronic check,81.45,2122.05,internet_InternetService,Yes
0822-GAVAP,Yes,Female,0,No,No,2,Month-to-month,Yes,Electronic check,34.7,62.25,internet_InternetService,Yes
0823-HSCDJ,Yes,Male,1,No,No,52,Month-to-month,Yes,Electronic check,49.15,2550.9,internet_InternetService,Yes
0836-SEYLU,Yes,Male,0,Yes,No,9,Month-to-month,No,Mailed check,40.65,328.95,internet_InternetService,Yes
0841-NULXI,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,35.55,35.55,internet_InternetService,Yes
0843-WTBXE,Yes,Male,0,No,No,53,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,internet_InternetService,Yes
0866-QLSIR,Yes,Female,0,No,No,34,One year,Yes,Mailed check,64.4,2088.75,internet_InternetService,Yes
0867-MKZVY,Yes,Female,0,Yes,No,20,Month-to-month,No,Electronic check,82.4,1592.35,internet_InternetService,Yes
0870-VEMYL,Yes,Female,0,No,No,5,Month-to-month,No,Credit card (automatic),53.85,259.8,internet_InternetService,Yes
0871-URUWO,Yes,Male,0,Yes,No,13,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,internet_InternetService,Yes
0872-NXJYS,Yes,Female,0,No,No,9,Month-to-month,Yes,Electronic check,79.55,723.4,internet_InternetService,Yes
0875-CABNR,Yes,Female,1,No,No,10,Month-to-month,Yes,Credit card (automatic),84.6,865.55,internet_InternetService,Yes
0876-WDUUZ,Yes,Female,0,No,No,5,Month-to-month,Yes,Credit card (automatic),85.4,425.9,internet_InternetService,Yes
0877-SDMBN,Yes,Female,0,No,No,54,One year,Yes,Bank transfer (automatic),103.95,5639.05,internet_InternetService,Yes
0880-TKATG,Yes,Male,0,Yes,Yes,4,Month-to-month,No,Electronic check,101.15,385.9,internet_InternetService,Yes
0883-EIBTI,Yes,Female,0,No,No,2,Month-to-month,No,Mailed check,19.5,31.55,internet_InternetService,Yes
0886-QGENL,Yes,Female,1,Yes,No,27,Month-to-month,Yes,Electronic check,101.25,2754.45,internet_InternetService,Yes
0887-HJGAR,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,45.7,45.7,internet_InternetService,Yes
0895-DQHEW,Yes,Male,0,Yes,No,54,Month-to-month,Yes,Electronic check,104.3,5278.15,internet_InternetService,Yes
0897-FEGMU,Yes,Female,0,Yes,No,11,Month-to-month,Yes,Electronic check,99.5,1056.95,internet_InternetService,Yes
0917-EZOLA,Yes,Male,1,Yes,No,72,Two year,Yes,Bank transfer (automatic),104.15,7689.95,internet_InternetService,Yes
0923-PNFUB,Yes,Female,0,No,No,3,Month-to-month,No,Electronic check,83.75,247.25,internet_InternetService,Yes
0925-VYDLG,Yes,Female,0,No,No,3,Month-to-month,No,Electronic check,75.25,242.0,internet_InternetService,Yes
0927-LCSMG,Yes,Male,0,No,No,7,Month-to-month,No,Mailed check,74.65,544.55,internet_InternetService,Yes
0939-YAPAF,Yes,Female,0,No,No,35,Month-to-month,Yes,Electronic check,100.25,3527.6,internet_InternetService,Yes
0940-OUQEC,Yes,Male,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,internet_InternetService,Yes
0946-CLJTI,Yes,Male,1,Yes,No,58,Month-to-month,Yes,Electronic check,98.7,5812.6,internet_InternetService,Yes
0947-IDHRQ,Yes,Female,0,No,No,7,Month-to-month,Yes,Mailed check,80.3,526.7,internet_InternetService,Yes
0947-MUGVO,Yes,Male,1,Yes,No,20,Month-to-month,Yes,Electronic check,73.65,1463.5,internet_InternetService,Yes
0952-KMEEH,Yes,Male,0,No,No,13,Month-to-month,No,Mailed check,98.15,1230.25,internet_InternetService,Yes
0963-ZBDRN,Yes,Male,0,No,No,32,Month-to-month,Yes,Electronic check,96.2,3183.4,internet_InternetService,Yes
0968-GSIKN,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,70.8,70.8,internet_InternetService,Yes
0970-ETWGE,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,89.55,89.55,internet_InternetService,Yes
0979-PHULV,Yes,Male,0,Yes,Yes,69,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,internet_InternetService,Yes
0991-BRRFB,Yes,Male,0,No,No,18,Month-to-month,No,Electronic check,49.4,874.8,internet_InternetService,Yes
1000-AJSLD,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,20.1,20.1,internet_InternetService,Yes
1009-IRMNA,Yes,Female,0,No,No,7,Month-to-month,No,Bank transfer (automatic),20.0,137.6,internet_InternetService,Yes
1010-DIAUQ,Yes,Male,0,No,No,5,Month-to-month,No,Bank transfer (automatic),96.5,492.55,internet_InternetService,Yes
1024-GUALD,Yes,Female,0,Yes,No,1,Month-to-month,Yes,Electronic check,24.8,24.8,internet_InternetService,Yes
1024-VRZHF,Yes,Male,0,Yes,No,11,Month-to-month,Yes,Electronic check,74.95,825.7,internet_InternetService,Yes
1029-QFBEN,Yes,Male,0,No,No,1,Month-to-month,No,Mailed check,19.55,19.55,internet_InternetService,Yes
1031-IIDEO,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,70.85,70.85,internet_InternetService,Yes
1038-ZAGBI,Yes,Female,0,Yes,Yes,12,One year,No,Bank transfer (automatic),19.8,229.6,internet_InternetService,Yes
1041-RXHRA,Yes,Female,0,No,No,41,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,internet_InternetService,Yes
1043-YCUTE,Yes,Male,0,Yes,No,56,Two year,Yes,Credit card (automatic),25.15,1327.15,internet_InternetService,Yes
1062-LHZOD,Yes,Male,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,69.9,69.9,internet_InternetService,Yes
1066-JKSGK,Yes,Male,0,No,No,1,Month-to-month,No,Mailed check,20.15,20.15,internet_InternetService,Yes
1069-XAIEM,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,85.05,85.05,internet_InternetService,Yes
1075-BGWOH,Yes,Male,1,Yes,No,16,Month-to-month,Yes,Electronic check,98.75,1587.55,internet_InternetService,Yes
1084-UQCHV,Yes,Male,0,No,Yes,1,Month-to-month,No,Bank transfer (automatic),69.75,69.75,internet_InternetService,Yes
1086-LXKFY,Yes,Female,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,69.1,69.1,internet_InternetService,Yes
1087-UDSIH,Yes,Female,0,No,No,3,Month-to-month,Yes,Mailed check,19.6,59.75,internet_InternetService,Yes
1092-GANHU,Yes,Male,0,No,No,17,Month-to-month,Yes,Electronic check,76.65,1313.55,internet_InternetService,Yes
1095-JUDTC,Yes,Female,1,No,No,47,Month-to-month,Yes,Electronic check,95.05,4504.55,internet_InternetService,Yes
1112-CUNAO,Yes,Female,1,No,No,15,Month-to-month,No,Electronic check,89.85,1424.95,internet_InternetService,Yes
1113-IUJYX,Yes,Female,0,Yes,No,14,One year,No,Mailed check,105.95,1348.9,internet_InternetService,Yes
1114-CENIM,Yes,Male,0,No,Yes,54,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,internet_InternetService,Yes
1120-BMWUB,Yes,Female,0,No,No,16,Month-to-month,Yes,Mailed check,53.9,834.15,internet_InternetService,Yes
1122-JWTJW,Yes,Male,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,70.65,70.65,internet_InternetService,Yes
1142-WACZW,Yes,Male,0,No,No,2,Month-to-month,No,Bank transfer (automatic),29.85,75.6,internet_InternetService,Yes
1143-NMNQJ,Yes,Female,0,No,No,2,Month-to-month,Yes,Electronic check,85.7,169.8,internet_InternetService,Yes
1150-WFARN,Yes,Female,0,Yes,Yes,67,Two year,Yes,Credit card (automatic),108.75,7156.2,internet_InternetService,Yes
1157-BQCUW,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,74.95,74.95,internet_InternetService,Yes
1184-PJVDB,Yes,Male,0,Yes,No,10,Month-to-month,Yes,Electronic check,79.95,857.2,internet_InternetService,Yes
1193-RTSLK,Yes,Female,0,No,No,38,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,internet_InternetService,Yes
1195-OIYEJ,Yes,Male,0,No,No,13,Month-to-month,Yes,Electronic check,91.1,1135.7,internet_InternetService,Yes
1196-AMORA,Yes,Male,0,No,No,7,Month-to-month,No,Electronic check,73.6,520.0,internet_InternetService,Yes
1205-WNWPJ,Yes,Female,0,No,No,7,Month-to-month,Yes,Mailed check,59.5,415.95,internet_InternetService,Yes
1208-DNHLN,Yes,Male,0,Yes,Yes,23,One year,Yes,Credit card (automatic),48.35,1067.15,internet_InternetService,Yes
1213-NGCUN,Yes,Female,0,No,No,6,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,internet_InternetService,Yes
1218-VKFPE,Yes,Female,0,Yes,Yes,12,Month-to-month,No,Mailed check,19.0,233.55,internet_InternetService,Yes
1226-UDFZR,Yes,Female,0,No,No,2,Month-to-month,Yes,Mailed check,49.6,114.7,internet_InternetService,Yes
1228-FZFRV,Yes,Male,0,Yes,Yes,50,Month-to-month,No,Credit card (automatic),105.95,5341.8,internet_InternetService,Yes
1236-WFCDV,Yes,Male,1,No,No,14,Month-to-month,No,Credit card (automatic),90.45,1266.1,internet_InternetService,Yes
1240-KNSEZ,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,20.1,20.1,internet_InternetService,Yes
1251-KRREG,Yes,Male,0,No,No,2,Month-to-month,Yes,Mailed check,54.4,114.1,internet_InternetService,Yes
1254-IZEYF,Yes,Female,1,No,No,31,Month-to-month,Yes,Electronic check,99.95,3186.65,internet_InternetService,Yes
1260-TTRXI,Yes,Male,0,No,No,4,Month-to-month,No,Electronic check,54.3,195.3,internet_InternetService,Yes
1262-OPMFY,Yes,Female,0,Yes,No,9,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,internet_InternetService,Yes
1264-BYWMS,Yes,Male,0,No,No,55,Month-to-month,Yes,Electronic check,96.8,5283.95,internet_InternetService,Yes
1265-XTECC,Yes,Female,1,Yes,No,68,One year,Yes,Credit card (automatic),96.55,6581.9,internet_InternetService,Yes
1268-ASBGA,Yes,Female,1,Yes,No,16,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,internet_InternetService,Yes
1271-SJBGZ,Yes,Male,1,No,No,12,Month-to-month,Yes,Electronic check,43.65,526.95,internet_InternetService,Yes
1273-MTETI,Yes,Female,1,No,No,4,Month-to-month,Yes,Electronic check,88.85,372.45,internet_InternetService,Yes
1285-OKIPP,Yes,Male,0,No,No,1,Month-to-month,No,Electronic check,79.9,79.9,internet_InternetService,Yes
1304-NECVQ,Yes,Female,1,No,No,2,Month-to-month,Yes,Electronic check,78.55,149.55,internet_InternetService,Yes
1309-BXVOQ,Yes,Male,0,Yes,No,21,Month-to-month,Yes,Electronic check,106.1,2249.95,internet_InternetService,Yes
1320-HTRDR,Yes,Female,0,No,No,3,Month-to-month,Yes,Electronic check,75.5,220.6,internet_InternetService,Yes
1322-AGOQM,Yes,Male,0,No,No,46,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,internet_InternetService,Yes
1323-OOEPC,Yes,Female,0,Yes,No,53,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,internet_InternetService,Yes
1324-NLTJE,Yes,Female,1,No,No,15,Month-to-month,No,Credit card (automatic),55.0,757.1,internet_InternetService,Yes
1334-FJSVR,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,24.25,24.25,internet_InternetService,Yes
1342-JPNKI,Yes,Male,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,internet_InternetService,Yes
1343-EHPYB,Yes,Male,0,Yes,No,63,Month-to-month,Yes,Electronic check,103.4,6603.0,internet_InternetService,Yes
1349-WXNGG,Yes,Male,0,No,No,1,Month-to-month,No,Bank transfer (automatic),20.05,20.05,internet_InternetService,Yes
1363-TXLSL,Yes,Male,1,Yes,No,1,Month-to-month,Yes,Electronic check,70.3,70.3,internet_InternetService,Yes
1373-ORVIZ,Yes,Female,0,Yes,Yes,11,Month-to-month,Yes,Electronic check,66.35,740.8,internet_InternetService,Yes
1374-DMZUI,Yes,Female,1,No,No,4,Month-to-month,Yes,Electronic check,94.3,424.45,internet_InternetService,Yes
1383-EZRWL,Yes,Female,0,No,No,7,Month-to-month,No,Mailed check,20.05,164.85,internet_InternetService,Yes
1389-CXMLU,Yes,Male,1,No,No,3,Month-to-month,No,Electronic check,91.05,289.1,internet_InternetService,Yes
1396-QWFBJ,Yes,Female,0,Yes,Yes,21,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,internet_InternetService,Yes
1400-MMYXY,Yes,Male,1,Yes,No,3,Month-to-month,Yes,Electronic check,105.9,334.65,internet_InternetService,Yes
1415-YFWLT,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,89.3,89.3,internet_InternetService,Yes
1428-GTBJJ,Yes,Male,0,No,No,11,Month-to-month,Yes,Electronic check,74.55,824.75,internet_InternetService,Yes
1432-FPAXX,Yes,Female,0,No,No,29,Month-to-month,Yes,Electronic check,30.6,856.35,internet_InternetService,Yes
1444-VVSGW,Yes,Male,0,Yes,No,70,One year,No,Credit card (automatic),115.65,7968.85,internet_InternetService,Yes
1447-GIQMR,Yes,Male,0,Yes,No,1,Month-to-month,Yes,Electronic check,69.15,69.15,internet_InternetService,Yes
1447-PJGGA,Yes,Female,0,No,No,57,Two year,Yes,Electronic check,95.25,5464.65,internet_InternetService,Yes
